var of hue in df wine,"variance ( data = wine , var1 = hue )"
deviation of the in dataset wine,std ( data = wine )
How many rows  hue is -1.5950675415261628 in wine dataset,"equal ( data = wine , var1 = hue , val = -1.5950675415261628 )"
correlation of hue with malic_acid in wine df,"corr ( data = wine, var1 = hue , var2 = malic_acid )"
correlation of the buying in car data base,"corr ( data = car , var1 = buying )"
quantity of the in data car,summation ( data = car )
How many info  buying lower than 82.83886980482427 in car data,"less ( data = car , var1 = buying , val = 82.83886980482427 )"
correlation of buying with doors in car data,"corr ( data = car, var1 = buying , var2 = doors )"
mean of the maint in car dataset,"mean ( data = car , var1 = maint )"
largest of the in df car,maximum ( data = car )
How many info with maint  <  -29.35124126349153 in car data,"less ( data = car , var1 = maint , val = -29.35124126349153 )"
correlation between maint and comfort in car,"corr ( data = car, var1 = maint , var2 = comfort )"
var of comfort in data car,"variance ( data = car , var1 = comfort )"
describe of the in car df,describe ( data = car )
How many data where comfort equal to 94.292957224791 in car data,"equal ( data = car , var1 = comfort , val = 94.292957224791 )"
corr between comfort and persons in dataset car,"corr ( data = car, var1 = comfort , var2 = persons )"
deviation of doors in car dataset,"std ( data = car , var1 = doors )"
highest of the in car data,maximum ( data = car )
Number of rows  doors lower than or same as -63.398623882049336 in car,"less_eq ( data = car , var1 = doors , val = -63.398623882049336 )"
correlation between doors with safety in car df,"corr ( data = car, var1 = doors , var2 = safety )"
sparsity of persons in car dataset,"std ( data = car , var1 = persons )"
mean of the in df car,mean ( data = car )
How many entries  persons higher than 79.31437163796633 in car dataset,"greater ( data = car , var1 = persons , val = 79.31437163796633 )"
correlation between persons with comfort in car dataset,"corr ( data = car, var1 = persons , var2 = comfort )"
range of lug_boot in car,"ranges ( data = car , var1 = lug_boot )"
maximum of in car dataset,maximum ( data = car )
How many info  lug_boot  <  -99.78222585573648 in car data base,"less ( data = car , var1 = lug_boot , val = -99.78222585573648 )"
scatter plot between lug_boot with maint in car data base,"scatterplot ( data = car, var1 = lug_boot , var2 = maint )"
highest of safety in dataset car,"maximum ( data = car , var1 = safety )"
largest of in dataset car,maximum ( data = car )
Number of rows with safety is -43.20025530477949 in car,"equal ( data = car , var1 = safety , val = -43.20025530477949 )"
scatter plot of safety with persons in car data base,"scatterplot ( data = car, var1 = safety , var2 = persons )"
histogram of radius in dataset breast_cancer,"histogram ( data = breast_cancer , var1 = radius )"
corr of the in breast_cancer data base,corr ( data = breast_cancer )
How many entries with radius bigger than or same as 86.68989636846172 in breast_cancer data base,"greater_eq ( data = breast_cancer , var1 = radius , val = 86.68989636846172 )"
scatter plot of radius and symmetry in data breast_cancer,"scatterplot ( data = breast_cancer, var1 = radius , var2 = symmetry )"
largest of the texture in breast_cancer df,"maximum ( data = breast_cancer , var1 = texture )"
sd of in breast_cancer data,std ( data = breast_cancer )
How many rows  texture greater than or same as 75.65864218958265 in data breast_cancer,"greater_eq ( data = breast_cancer , var1 = texture , val = 75.65864218958265 )"
scatterplot of texture with compactness in breast_cancer df,"scatterplot ( data = breast_cancer, var1 = texture , var2 = compactness )"
std of the perimeter in breast_cancer df,"std ( data = breast_cancer , var1 = perimeter )"
var of the in breast_cancer data base,variance ( data = breast_cancer )
Number of info where perimeter bigger than or same as 49.4881664368323 in breast_cancer dataset,"greater_eq ( data = breast_cancer , var1 = perimeter , val = 49.4881664368323 )"
correlation between perimeter with radius in breast_cancer,"corr ( data = breast_cancer, var1 = perimeter , var2 = radius )"
distribution of area in breast_cancer dataset,"histogram ( data = breast_cancer , var1 = area )"
var of the in data breast_cancer,variance ( data = breast_cancer )
Number of entries where area bigger than or same as -12.93595294315142 in dataset breast_cancer,"greater_eq ( data = breast_cancer , var1 = area , val = -12.93595294315142 )"
correlation of area with perimeter in breast_cancer,"corr ( data = breast_cancer, var1 = area , var2 = perimeter )"
min of smoothness in breast_cancer,"minimum ( data = breast_cancer , var1 = smoothness )"
sparsity of the in breast_cancer data,std ( data = breast_cancer )
Number of rows with smoothness  >=  -61.10401232896685 in df breast_cancer,"greater_eq ( data = breast_cancer , var1 = smoothness , val = -61.10401232896685 )"
corr between smoothness with compactness in breast_cancer df,"corr ( data = breast_cancer, var1 = smoothness , var2 = compactness )"
boxplot of compactness in breast_cancer,"boxplot ( data = breast_cancer , var1 = compactness )"
sd of in breast_cancer dataset,std ( data = breast_cancer )
How many rows where compactness less than or same as 62.37811403263868 in breast_cancer dataset,"less_eq ( data = breast_cancer , var1 = compactness , val = 62.37811403263868 )"
scatterplot of compactness and concavity in breast_cancer dataset,"scatterplot ( data = breast_cancer, var1 = compactness , var2 = concavity )"
distribution of concavity in data breast_cancer,"histogram ( data = breast_cancer , var1 = concavity )"
sparsity of in df breast_cancer,std ( data = breast_cancer )
Number of rows with concavity < -35.486704426992816 in df breast_cancer,"less ( data = breast_cancer , var1 = concavity , val = -35.486704426992816 )"
correlation of concavity with smoothness in breast_cancer data,"corr ( data = breast_cancer, var1 = concavity , var2 = smoothness )"
ranges of the concave points in breast_cancer dataset,"ranges ( data = breast_cancer , var1 = concave points )"
std of in breast_cancer dataset,std ( data = breast_cancer )
Number of info with concave points  <  -32.37315494585562 in breast_cancer,"less ( data = breast_cancer , var1 = concave points , val = -32.37315494585562 )"
cor between concave points and fractal dimension in dataset breast_cancer,"corr ( data = breast_cancer, var1 = concave points , var2 = fractal dimension )"
var of symmetry in breast_cancer df,"variance ( data = breast_cancer , var1 = symmetry )"
correlation of the in df breast_cancer,corr ( data = breast_cancer )
Number of data where symmetry greater than or same as 93.97167043621201 in breast_cancer data,"greater_eq ( data = breast_cancer , var1 = symmetry , val = 93.97167043621201 )"
cor between symmetry with smoothness in breast_cancer data,"corr ( data = breast_cancer, var1 = symmetry , var2 = smoothness )"
largest of fractal dimension in breast_cancer data base,"maximum ( data = breast_cancer , var1 = fractal dimension )"
span of in breast_cancer df,ranges ( data = breast_cancer )
How many rows  fractal dimension greater than or equal to 31.11288509726907 in dataset breast_cancer,"greater_eq ( data = breast_cancer , var1 = fractal dimension , val = 31.11288509726907 )"
correlation between fractal dimension and smoothness in breast_cancer df,"corr ( data = breast_cancer, var1 = fractal dimension , var2 = smoothness )"
mean of age in df heart_disease,"mean ( data = heart_disease , var1 = age )"
corr of in heart_disease df,corr ( data = heart_disease )
How many entries where age < -40.78272725313978 in heart_disease data,"less ( data = heart_disease , var1 = age , val = -40.78272725313978 )"
cor between age with restecg in heart_disease df,"corr ( data = heart_disease, var1 = age , var2 = restecg )"
ranges of the sex in dataset heart_disease,"ranges ( data = heart_disease , var1 = sex )"
smallest of in heart_disease df,minimum ( data = heart_disease )
Number of data with sex less than or equal to -42.824550996383316 in heart_disease df,"less_eq ( data = heart_disease , var1 = sex , val = -42.824550996383316 )"
scatterplot between sex and restecg in data heart_disease,"scatterplot ( data = heart_disease, var1 = sex , var2 = restecg )"
smallest of cp in df heart_disease,"minimum ( data = heart_disease , var1 = cp )"
store of the in heart_disease df,load ( data = heart_disease )
How many entries where cp greater than or same as 7.840106750730371 in heart_disease df,"greater_eq ( data = heart_disease , var1 = cp , val = 7.840106750730371 )"
scatterplot between cp with num in data heart_disease,"scatterplot ( data = heart_disease, var1 = cp , var2 = num )"
aggregate of trestbps in heart_disease dataset,"summation ( data = heart_disease , var1 = trestbps )"
amount of the in heart_disease data,summation ( data = heart_disease )
How many rows with trestbps lower than or equal to -49.08224844620259 in heart_disease data base,"less_eq ( data = heart_disease , var1 = trestbps , val = -49.08224844620259 )"
scatter plot of trestbps with age in data heart_disease,"scatterplot ( data = heart_disease, var1 = trestbps , var2 = age )"
boxplot of the chol in df heart_disease,"boxplot ( data = heart_disease , var1 = chol )"
spans of in heart_disease,ranges ( data = heart_disease )
How many rows where chol  >  -16.324794343978795 in heart_disease data,"greater ( data = heart_disease , var1 = chol , val = -16.324794343978795 )"
scatter plot between chol with sex in heart_disease dataset,"scatterplot ( data = heart_disease, var1 = chol , var2 = sex )"
mean of the fbs in dataset heart_disease,"mean ( data = heart_disease , var1 = fbs )"
summary of in df heart_disease,describe ( data = heart_disease )
Number of info with fbs lower than or same as 54.00443803987537 in heart_disease dataset,"less_eq ( data = heart_disease , var1 = fbs , val = 54.00443803987537 )"
corr between fbs and sex in heart_disease dataset,"corr ( data = heart_disease, var1 = fbs , var2 = sex )"
ranges of restecg in heart_disease df,"ranges ( data = heart_disease , var1 = restecg )"
max of in heart_disease dataset,maximum ( data = heart_disease )
How many entries with restecg > -90.51971125311758 in heart_disease data,"greater ( data = heart_disease , var1 = restecg , val = -90.51971125311758 )"
scatterplot of restecg with sex in dataset heart_disease,"scatterplot ( data = heart_disease, var1 = restecg , var2 = sex )"
standard deviation of thalach in heart_disease data,"std ( data = heart_disease , var1 = thalach )"
var of the in dataset heart_disease,variance ( data = heart_disease )
Number of entries where thalach is 74.59260714574745 in heart_disease data,"equal ( data = heart_disease , var1 = thalach , val = 74.59260714574745 )"
scatter plot between thalach with num in data heart_disease,"scatterplot ( data = heart_disease, var1 = thalach , var2 = num )"
deviation of the num in heart_disease dataset,"std ( data = heart_disease , var1 = num )"
describe of in heart_disease df,describe ( data = heart_disease )
How many rows with num == -90.15859167102629 in data heart_disease,"equal ( data = heart_disease , var1 = num , val = -90.15859167102629 )"
cor between num with restecg in dataset heart_disease,"corr ( data = heart_disease, var1 = num , var2 = restecg )"
deviation of fixed_acidity in df wine_quality,"std ( data = wine_quality , var1 = fixed_acidity )"
minimum of in wine_quality data base,minimum ( data = wine_quality )
How many entries with fixed_acidity == 65.77254325520718 in wine_quality dataset,"equal ( data = wine_quality , var1 = fixed_acidity , val = 65.77254325520718 )"
scatterplot between fixed_acidity and sulphates in data wine_quality,"scatterplot ( data = wine_quality, var1 = fixed_acidity , var2 = sulphates )"
corr of volatile_acidity in wine_quality data,"corr ( data = wine_quality , var1 = volatile_acidity )"
corr of in data wine_quality,corr ( data = wine_quality )
Number of data  volatile_acidity higher than or same as -68.94517270943211 in dataset wine_quality,"greater_eq ( data = wine_quality , var1 = volatile_acidity , val = -68.94517270943211 )"
correlation between volatile_acidity and density in df wine_quality,"corr ( data = wine_quality, var1 = volatile_acidity , var2 = density )"
amount of citric_acid in wine_quality data,"summation ( data = wine_quality , var1 = citric_acid )"
store of the in df wine_quality,load ( data = wine_quality )
How many info  citric_acid < -58.30010830501098 in df wine_quality,"less ( data = wine_quality , var1 = citric_acid , val = -58.30010830501098 )"
cor between citric_acid with total_sulfur_dioxide in wine_quality data,"corr ( data = wine_quality, var1 = citric_acid , var2 = total_sulfur_dioxide )"
correlation of residual_sugar in data wine_quality,"corr ( data = wine_quality , var1 = residual_sugar )"
standard deviation of in data wine_quality,std ( data = wine_quality )
Number of entries with residual_sugar bigger than or equal to -5.7968720790468495 in wine_quality data,"greater_eq ( data = wine_quality , var1 = residual_sugar , val = -5.7968720790468495 )"
correlation between residual_sugar with free_sulfur_dioxide in wine_quality dataset,"corr ( data = wine_quality, var1 = residual_sugar , var2 = free_sulfur_dioxide )"
quantile of the chlorides in wine_quality data,"quantile ( data = wine_quality , var1 = chlorides )"
corr of in wine_quality dataset,corr ( data = wine_quality )
How many entries  chlorides larger than or same as -67.58355806664068 in dataset wine_quality,"greater_eq ( data = wine_quality , var1 = chlorides , val = -67.58355806664068 )"
corr of chlorides with volatile_acidity in data wine_quality,"corr ( data = wine_quality, var1 = chlorides , var2 = volatile_acidity )"
standard deviation of the free_sulfur_dioxide in dataset wine_quality,"std ( data = wine_quality , var1 = free_sulfur_dioxide )"
quantile of in wine_quality dataset,quantile ( data = wine_quality )
Number of data  free_sulfur_dioxide = 36.540519115343386 in wine_quality data base,"equal ( data = wine_quality , var1 = free_sulfur_dioxide , val = 36.540519115343386 )"
correlation of free_sulfur_dioxide and quality in wine_quality data base,"corr ( data = wine_quality, var1 = free_sulfur_dioxide , var2 = quality )"
sparsity of total_sulfur_dioxide in df wine_quality,"variance ( data = wine_quality , var1 = total_sulfur_dioxide )"
sparsity of the in wine_quality data base,std ( data = wine_quality )
How many entries  total_sulfur_dioxide smaller than or equal to 73.60751572454197 in wine_quality data base,"less_eq ( data = wine_quality , var1 = total_sulfur_dioxide , val = 73.60751572454197 )"
scatter plot between total_sulfur_dioxide and quality in wine_quality,"scatterplot ( data = wine_quality, var1 = total_sulfur_dioxide , var2 = quality )"
correlation of density in dataset wine_quality,"corr ( data = wine_quality , var1 = density )"
span of the in wine_quality df,ranges ( data = wine_quality )
How many data where density bigger than or equal to 3.0875582981934286 in dataset wine_quality,"greater_eq ( data = wine_quality , var1 = density , val = 3.0875582981934286 )"
scatterplot of density and free_sulfur_dioxide in wine_quality dataset,"scatterplot ( data = wine_quality, var1 = density , var2 = free_sulfur_dioxide )"
quantity of the pH in wine_quality dataset,"summation ( data = wine_quality , var1 = pH )"
corr of in dataset wine_quality,corr ( data = wine_quality )
Number of entries where pH larger than or equal to -61.62464357545754 in wine_quality data base,"greater_eq ( data = wine_quality , var1 = pH , val = -61.62464357545754 )"
scatterplot between pH with density in dataset wine_quality,"scatterplot ( data = wine_quality, var1 = pH , var2 = density )"
minimum of the sulphates in df wine_quality,"minimum ( data = wine_quality , var1 = sulphates )"
minimum of the in dataset wine_quality,minimum ( data = wine_quality )
Number of rows  sulphates larger than -75.64242235582775 in df wine_quality,"greater ( data = wine_quality , var1 = sulphates , val = -75.64242235582775 )"
scatterplot between sulphates and total_sulfur_dioxide in wine_quality df,"scatterplot ( data = wine_quality, var1 = sulphates , var2 = total_sulfur_dioxide )"
minimum of alcohol in data wine_quality,"minimum ( data = wine_quality , var1 = alcohol )"
typical of the in wine_quality dataset,mean ( data = wine_quality )
How many rows where alcohol bigger than or same as 49.810721431953425 in wine_quality data base,"greater_eq ( data = wine_quality , var1 = alcohol , val = 49.810721431953425 )"
scatter plot of alcohol with quality in wine_quality df,"scatterplot ( data = wine_quality, var1 = alcohol , var2 = quality )"
hist of the quality in wine_quality data,"histogram ( data = wine_quality , var1 = quality )"
quantile of the in dataset wine_quality,quantile ( data = wine_quality )
How many data  quality bigger than or same as -3.4618834070296174 in wine_quality,"greater_eq ( data = wine_quality , var1 = quality , val = -3.4618834070296174 )"
correlation of quality with fixed_acidity in wine_quality,"corr ( data = wine_quality, var1 = quality , var2 = fixed_acidity )"
maximum of triaxial acceleration in data smartphones,"maximum ( data = smartphones , var1 = triaxial acceleration )"
store of in smartphones dataset,load ( data = smartphones )
How many rows  triaxial acceleration greater than or same as -88.37018350452932 in df smartphones,"greater_eq ( data = smartphones , var1 = triaxial acceleration , val = -88.37018350452932 )"
scatter plot between triaxial acceleration and label in df smartphones,"scatterplot ( data = smartphones, var1 = triaxial acceleration , var2 = label )"
maximum of the triaxial angular velocity in data smartphones,"maximum ( data = smartphones , var1 = triaxial angular velocity )"
corr of in df smartphones,corr ( data = smartphones )
Number of entries with triaxial angular velocity > -74.78553982703406 in df smartphones,"greater ( data = smartphones , var1 = triaxial angular velocity , val = -74.78553982703406 )"
scatter plot of triaxial angular velocity and 561_feature in dataset smartphones,"scatterplot ( data = smartphones, var1 = triaxial angular velocity , var2 = 561_feature )"
quantity of the 561_feature in smartphones df,"summation ( data = smartphones , var1 = 561_feature )"
range of in data smartphones,ranges ( data = smartphones )
Number of data where 561_feature <= -99.22639606226886 in smartphones df,"less_eq ( data = smartphones , var1 = 561_feature , val = -99.22639606226886 )"
corr between 561_feature with label in df smartphones,"corr ( data = smartphones, var1 = 561_feature , var2 = label )"
min of label in dataset smartphones,"minimum ( data = smartphones , var1 = label )"
average of in smartphones data,mean ( data = smartphones )
Number of rows where label lower than or same as 70.65494666689659 in smartphones df,"less_eq ( data = smartphones , var1 = label , val = 70.65494666689659 )"
cor of label with 561_feature in smartphones,"corr ( data = smartphones, var1 = label , var2 = 561_feature )"
range of the identifier in smartphones df,"ranges ( data = smartphones , var1 = identifier )"
deviation of the in smartphones data,std ( data = smartphones )
How many entries where identifier == 49.64670321866572 in dataset smartphones,"equal ( data = smartphones , var1 = identifier , val = 49.64670321866572 )"
cor between identifier with label in data smartphones,"corr ( data = smartphones, var1 = identifier , var2 = label )"
ranges of x in dataset forest_fire,"ranges ( data = forest_fire , var1 = x )"
amount of in forest_fire df,summation ( data = forest_fire )
Number of info where x equal to -74.75401173547704 in dataset forest_fire,"equal ( data = forest_fire , var1 = x , val = -74.75401173547704 )"
scatter plot of x with RH in forest_fire df,"scatterplot ( data = forest_fire, var1 = x , var2 = RH )"
histogram of y in df forest_fire,"histogram ( data = forest_fire , var1 = y )"
store of in df forest_fire,load ( data = forest_fire )
Number of rows  y lower than -16.189353481261776 in forest_fire data base,"less ( data = forest_fire , var1 = y , val = -16.189353481261776 )"
corr of y with rain in dataset forest_fire,"corr ( data = forest_fire, var1 = y , var2 = rain )"
cor of the month in forest_fire dataset,"corr ( data = forest_fire , var1 = month )"
range of in forest_fire data base,ranges ( data = forest_fire )
How many data with month is -0.07304664654850512 in forest_fire,"equal ( data = forest_fire , var1 = month , val = -0.07304664654850512 )"
cor between month with x in dataset forest_fire,"corr ( data = forest_fire, var1 = month , var2 = x )"
min of day in forest_fire dataset,"minimum ( data = forest_fire , var1 = day )"
correlation of in forest_fire data,corr ( data = forest_fire )
Number of data  day  >  -55.17512778375699 in forest_fire dataset,"greater ( data = forest_fire , var1 = day , val = -55.17512778375699 )"
scatter plot between day with DMC in df forest_fire,"scatterplot ( data = forest_fire, var1 = day , var2 = DMC )"
maximum of FFMC in forest_fire data base,"maximum ( data = forest_fire , var1 = FFMC )"
smallest of the in forest_fire data base,minimum ( data = forest_fire )
Number of entries where FFMC higher than -87.83933119969004 in data forest_fire,"greater ( data = forest_fire , var1 = FFMC , val = -87.83933119969004 )"
scatterplot between FFMC with RH in forest_fire data base,"scatterplot ( data = forest_fire, var1 = FFMC , var2 = RH )"
quantile of the DMC in forest_fire dataset,"quantile ( data = forest_fire , var1 = DMC )"
sparsity of in dataset forest_fire,std ( data = forest_fire )
