How many data with malic_acid > -52.391251498745994 dataset,"greater ( data = wine , var1 = malic_acid , val = -52.391251498745994 )"
cor between malic_acid with nonflavanoid_phenols in wine dataset,"corr ( data = wine, var1 = malic_acid , var2 = nonflavanoid_phenols )"
load wine data ,load ( data = wine )
average of the ash in wine dataset,"mean ( data = wine , var1 = ash )"
smallest of wine,minimum ( data = wine )
Number of info where ash is -79.58214361625129 data,"equal ( data = wine , var1 = ash , val = -79.58214361625129 )"
scatter plot of ash and flavanoids in wine,"scatterplot ( data = wine, var1 = ash , var2 = flavanoids )"
load wine df  and store in data,load ( data = wine )
spans of the alcalinity_of_ash in wine dataset,"ranges ( data = wine , var1 = alcalinity_of_ash )"
min of the wine,minimum ( data = wine )
How many rows  alcalinity_of_ash larger than 43.5259175279495 df,"greater ( data = wine , var1 = alcalinity_of_ash , val = 43.5259175279495 )"
cor of alcalinity_of_ash and flavanoids in wine data,"corr ( data = wine, var1 = alcalinity_of_ash , var2 = flavanoids )"
load wine   and store in {data}_data,load ( data = wine )
maximum of the magnesium in wine data base,"maximum ( data = wine , var1 = magnesium )"
amount of wine,summation ( data = wine )
Number of info  magnesium bigger than 23.723203176770284 ,"greater ( data = wine , var1 = magnesium , val = 23.723203176770284 )"
scatter plot of magnesium and ash in dataset wine,"scatterplot ( data = wine, var1 = magnesium , var2 = ash )"
load wine data  in {data}_data,load ( data = wine )
maximum of total_phenols in df wine,"maximum ( data = wine , var1 = total_phenols )"
spans of wine,ranges ( data = wine )
How many rows with total_phenols less than or same as -51.49722157328891 ,"less_eq ( data = wine , var1 = total_phenols , val = -51.49722157328891 )"
cor between total_phenols and hue in wine df,"corr ( data = wine, var1 = total_phenols , var2 = hue )"
store wine dataset  and store in {data}_data,load ( data = wine )
sum of the flavanoids in wine df,"summation ( data = wine , var1 = flavanoids )"
ranges of the wine,ranges ( data = wine )
Number of rows where flavanoids greater than 91.49018935701329 data,"greater ( data = wine , var1 = flavanoids , val = 91.49018935701329 )"
correlation of flavanoids and varor_intensity in wine data base,"corr ( data = wine, var1 = flavanoids , var2 = varor_intensity )"
store wine data  and store in {data}_df,load ( data = wine )
maximum of the nonflavanoid_phenols in data wine,"maximum ( data = wine , var1 = nonflavanoid_phenols )"
load of the wine,load ( data = wine )
Number of info with nonflavanoid_phenols  <  -72.18993900734677 df,"less ( data = wine , var1 = nonflavanoid_phenols , val = -72.18993900734677 )"
corr between nonflavanoid_phenols with malic_acid in wine df,"corr ( data = wine, var1 = nonflavanoid_phenols , var2 = malic_acid )"
load wine df ,load ( data = wine )
hist of the proanthocyanins in wine,"histogram ( data = wine , var1 = proanthocyanins )"
var of the wine,variance ( data = wine )
How many rows  proanthocyanins higher than or same as -84.1531856369886 dataset,"greater_eq ( data = wine , var1 = proanthocyanins , val = -84.1531856369886 )"
correlation between proanthocyanins and alcohol in dataset wine,"corr ( data = wine, var1 = proanthocyanins , var2 = alcohol )"
store wine data ,load ( data = wine )
amount of the varor_intensity in dataset wine,"summation ( data = wine , var1 = varor_intensity )"
correlation of the wine,corr ( data = wine )
How many data with varor_intensity smaller than or equal to -4.0734432099151405 data,"less_eq ( data = wine , var1 = varor_intensity , val = -4.0734432099151405 )"
correlation between varor_intensity and ash in wine data base,"corr ( data = wine, var1 = varor_intensity , var2 = ash )"
store wine dataset  in data,load ( data = wine )
histogram of hue in wine data,"histogram ( data = wine , var1 = hue )"
var of the wine,variance ( data = wine )
How many data  hue == 38.07813329993161 dataset,"equal ( data = wine , var1 = hue , val = 38.07813329993161 )"
corr between hue with alcalinity_of_ash in wine data base,"corr ( data = wine, var1 = hue , var2 = alcalinity_of_ash )"
load wine dataset ,load ( data = wine )
correlation of buying in df car,"corr ( data = car , var1 = buying )"
average of the car,mean ( data = car )
How many entries where buying smaller than or equal to -1.4062832507700733 df,"less_eq ( data = car , var1 = buying , val = -1.4062832507700733 )"
correlation between buying with safety in dataset car,"corr ( data = car, var1 = buying , var2 = safety )"
store car data  and store in variable {data}_df,load ( data = car )
highest of the maint in car data,"maximum ( data = car , var1 = maint )"
smallest of the car,minimum ( data = car )
How many info where maint  >=  -94.40750427354394 ,"greater_eq ( data = car , var1 = maint , val = -94.40750427354394 )"
scatter plot of maint and comfort in dataset car,"scatterplot ( data = car, var1 = maint , var2 = comfort )"
store car data ,load ( data = car )
corr of comfort in car dataset,"corr ( data = car , var1 = comfort )"
corr of the car,corr ( data = car )
Number of entries with comfort less than or equal to -72.3426407456862 dataset,"less_eq ( data = car , var1 = comfort , val = -72.3426407456862 )"
scatterplot of comfort with lug_boot in df car,"scatterplot ( data = car, var1 = comfort , var2 = lug_boot )"
store car df ,load ( data = car )
smallest of the doors in df car,"minimum ( data = car , var1 = doors )"
var of car,variance ( data = car )
How many rows with doors larger than or equal to 54.30773553718976 ,"greater_eq ( data = car , var1 = doors , val = 54.30773553718976 )"
scatter plot of doors with lug_boot in df car,"scatterplot ( data = car, var1 = doors , var2 = lug_boot )"
load car dataset  in data,load ( data = car )
std of the persons in df car,"std ( data = car , var1 = persons )"
std of car,std ( data = car )
Number of entries where persons  =  18.350476743391724 ,"equal ( data = car , var1 = persons , val = 18.350476743391724 )"
scatterplot between persons with safety in car df,"scatterplot ( data = car, var1 = persons , var2 = safety )"
load car data  and store in {data}_df,load ( data = car )
correlation of the lug_boot in car data,"corr ( data = car , var1 = lug_boot )"
aggregate of the car,summation ( data = car )
How many data where lug_boot lower than or same as -17.465541431181038 dataset,"less_eq ( data = car , var1 = lug_boot , val = -17.465541431181038 )"
scatterplot of lug_boot with doors in car data,"scatterplot ( data = car, var1 = lug_boot , var2 = doors )"
store car dataset  in df,load ( data = car )
minimum of safety in car dataset,"minimum ( data = car , var1 = safety )"
amount of car,summation ( data = car )
How many info with safety higher than 24.71462730498162 dataset,"greater ( data = car , var1 = safety , val = 24.71462730498162 )"
cor between safety and buying in car dataset,"corr ( data = car, var1 = safety , var2 = buying )"
store car   in {data}_df,load ( data = car )
variance of the radius in breast_cancer df,"variance ( data = breast_cancer , var1 = radius )"
describe of breast_cancer,describe ( data = breast_cancer )
How many data where radius  <=  63.19554621646773 ,"less_eq ( data = breast_cancer , var1 = radius , val = 63.19554621646773 )"
scatter plot of radius and smoothness in breast_cancer dataset,"scatterplot ( data = breast_cancer, var1 = radius , var2 = smoothness )"
load breast_cancer data  and store in {data}_df,load ( data = breast_cancer )
spans of texture in dataset breast_cancer,"ranges ( data = breast_cancer , var1 = texture )"
average of the breast_cancer,mean ( data = breast_cancer )
How many rows  texture lower than or same as 52.520891746415685 df,"less_eq ( data = breast_cancer , var1 = texture , val = 52.520891746415685 )"
scatterplot between texture with symmetry in breast_cancer df,"scatterplot ( data = breast_cancer, var1 = texture , var2 = symmetry )"
load breast_cancer  ,load ( data = breast_cancer )
aggregate of perimeter in dataset breast_cancer,"summation ( data = breast_cancer , var1 = perimeter )"
var of breast_cancer,variance ( data = breast_cancer )
How many rows where perimeter < 49.14054167491523 df,"less ( data = breast_cancer , var1 = perimeter , val = 49.14054167491523 )"
corr of perimeter with fractal dimension in breast_cancer data,"corr ( data = breast_cancer, var1 = perimeter , var2 = fractal dimension )"
store breast_cancer dataset  and store in {data}_df,load ( data = breast_cancer )
var of the area in breast_cancer,"variance ( data = breast_cancer , var1 = area )"
variance of breast_cancer,variance ( data = breast_cancer )
Number of data with area larger than or same as 12.894475813084966 data,"greater_eq ( data = breast_cancer , var1 = area , val = 12.894475813084966 )"
scatter plot between area and compactness in breast_cancer,"scatterplot ( data = breast_cancer, var1 = area , var2 = compactness )"
store breast_cancer df  and store in {data}_data,load ( data = breast_cancer )
sparsity of smoothness in breast_cancer df,"variance ( data = breast_cancer , var1 = smoothness )"
deviation of the breast_cancer,std ( data = breast_cancer )
Number of entries where smoothness greater than or same as -55.98766335291545 ,"greater_eq ( data = breast_cancer , var1 = smoothness , val = -55.98766335291545 )"
scatter plot of smoothness with symmetry in dataset breast_cancer,"scatterplot ( data = breast_cancer, var1 = smoothness , var2 = symmetry )"
load breast_cancer df  and store in variable ,load ( data = breast_cancer )
quantity of the compactness in breast_cancer data base,"summation ( data = breast_cancer , var1 = compactness )"
sparsity of breast_cancer,variance ( data = breast_cancer )
Number of data  compactness = -24.68272992998419 ,"equal ( data = breast_cancer , var1 = compactness , val = -24.68272992998419 )"
corr of compactness and symmetry in breast_cancer dataset,"corr ( data = breast_cancer, var1 = compactness , var2 = symmetry )"
load breast_cancer   in {data}df,load ( data = breast_cancer )
sd of the concavity in breast_cancer df,"std ( data = breast_cancer , var1 = concavity )"
load of breast_cancer,load ( data = breast_cancer )
How many info with concavity smaller than 17.989499358558064 dataset,"less ( data = breast_cancer , var1 = concavity , val = 17.989499358558064 )"
scatterplot between concavity and perimeter in breast_cancer,"scatterplot ( data = breast_cancer, var1 = concavity , var2 = perimeter )"
store breast_cancer dataset  and store in variable d,load ( data = breast_cancer )
max of concave points in breast_cancer data base,"maximum ( data = breast_cancer , var1 = concave points )"
load of breast_cancer,load ( data = breast_cancer )
Number of data with concave points > -8.797052200129386 ,"greater ( data = breast_cancer , var1 = concave points , val = -8.797052200129386 )"
scatter plot between concave points and fractal dimension in breast_cancer dataset,"scatterplot ( data = breast_cancer, var1 = concave points , var2 = fractal dimension )"
store breast_cancer dataset  and store in d,load ( data = breast_cancer )
average of symmetry in data breast_cancer,"mean ( data = breast_cancer , var1 = symmetry )"
correlation of breast_cancer,corr ( data = breast_cancer )
How many info where symmetry  <=  84.16451561628756 df,"less_eq ( data = breast_cancer , var1 = symmetry , val = 84.16451561628756 )"
scatterplot between symmetry with concave points in breast_cancer dataset,"scatterplot ( data = breast_cancer, var1 = symmetry , var2 = concave points )"
store breast_cancer dataset  and store in variable {data}_df,load ( data = breast_cancer )
minimum of the fractal dimension in breast_cancer,"minimum ( data = breast_cancer , var1 = fractal dimension )"
maximum of the breast_cancer,maximum ( data = breast_cancer )
Number of data  fractal dimension lower than -99.50114347500289 ,"less ( data = breast_cancer , var1 = fractal dimension , val = -99.50114347500289 )"
correlation between fractal dimension and concave points in breast_cancer,"corr ( data = breast_cancer, var1 = fractal dimension , var2 = concave points )"
load breast_cancer dataset  and store in variable ,load ( data = breast_cancer )
correlation of the age in data heart_disease,"corr ( data = heart_disease , var1 = age )"
quantile of the heart_disease,quantile ( data = heart_disease )
Number of entries where age smaller than 44.85213223265433 df,"less ( data = heart_disease , var1 = age , val = 44.85213223265433 )"
scatterplot of age with sex in heart_disease data base,"scatterplot ( data = heart_disease, var1 = age , var2 = sex )"
load heart_disease df  and store in {data}_data,load ( data = heart_disease )
minimum of the sex in heart_disease dataset,"minimum ( data = heart_disease , var1 = sex )"
quantile of heart_disease,quantile ( data = heart_disease )
Number of data  sex greater than -15.732533897255237 df,"greater ( data = heart_disease , var1 = sex , val = -15.732533897255237 )"
correlation between sex and restecg in data heart_disease,"corr ( data = heart_disease, var1 = sex , var2 = restecg )"
store heart_disease  ,load ( data = heart_disease )
maximum of the cp in heart_disease data,"maximum ( data = heart_disease , var1 = cp )"
sparsity of the heart_disease,std ( data = heart_disease )
How many entries where cp == -56.99322884744535 data,"equal ( data = heart_disease , var1 = cp , val = -56.99322884744535 )"
corr of cp and trestbps in heart_disease df,"corr ( data = heart_disease, var1 = cp , var2 = trestbps )"
load heart_disease data ,load ( data = heart_disease )
distribution of trestbps in heart_disease,"histogram ( data = heart_disease , var1 = trestbps )"
typical of the heart_disease,mean ( data = heart_disease )
Number of rows  trestbps greater than or same as -39.94443315575058 df,"greater_eq ( data = heart_disease , var1 = trestbps , val = -39.94443315575058 )"
corr between trestbps with fbs in heart_disease,"corr ( data = heart_disease, var1 = trestbps , var2 = fbs )"
store heart_disease   and store in variable {data}df,load ( data = heart_disease )
var of chol in heart_disease,"variance ( data = heart_disease , var1 = chol )"
min of heart_disease,minimum ( data = heart_disease )
How many data  chol >= -32.97998394394237 df,"greater_eq ( data = heart_disease , var1 = chol , val = -32.97998394394237 )"
scatter plot of chol and sex in heart_disease data base,"scatterplot ( data = heart_disease, var1 = chol , var2 = sex )"
load heart_disease   in data,load ( data = heart_disease )
quantile of the fbs in heart_disease df,"quantile ( data = heart_disease , var1 = fbs )"
std of the heart_disease,std ( data = heart_disease )
Number of data where fbs less than or equal to 76.06175861108827 data,"less_eq ( data = heart_disease , var1 = fbs , val = 76.06175861108827 )"
scatter plot between fbs with chol in data heart_disease,"scatterplot ( data = heart_disease, var1 = fbs , var2 = chol )"
store heart_disease data  in data,load ( data = heart_disease )
smallest of the restecg in heart_disease data,"minimum ( data = heart_disease , var1 = restecg )"
range of heart_disease,ranges ( data = heart_disease )
How many entries with restecg < 13.673128134148158 data,"less ( data = heart_disease , var1 = restecg , val = 13.673128134148158 )"
cor between restecg with thalach in heart_disease df,"corr ( data = heart_disease, var1 = restecg , var2 = thalach )"
load heart_disease   and store in data,load ( data = heart_disease )
range of the thalach in heart_disease dataset,"ranges ( data = heart_disease , var1 = thalach )"
describe of the heart_disease,describe ( data = heart_disease )
How many rows with thalach less than or equal to 24.61301104709517 data,"less_eq ( data = heart_disease , var1 = thalach , val = 24.61301104709517 )"
scatter plot between thalach and cp in heart_disease df,"scatterplot ( data = heart_disease, var1 = thalach , var2 = cp )"
load heart_disease dataset  and store in d,load ( data = heart_disease )
correlation of num in dataset heart_disease,"corr ( data = heart_disease , var1 = num )"
corr of the heart_disease,corr ( data = heart_disease )
How many rows where num == -17.624094060857587 ,"equal ( data = heart_disease , var1 = num , val = -17.624094060857587 )"
scatter plot of num with trestbps in heart_disease data,"scatterplot ( data = heart_disease, var1 = num , var2 = trestbps )"
load heart_disease data ,load ( data = heart_disease )
aggregate of fixed_acidity in wine_quality data base,"summation ( data = wine_quality , var1 = fixed_acidity )"
typical of wine_quality,mean ( data = wine_quality )
How many data with fixed_acidity larger than or same as 72.44832220845535 ,"greater_eq ( data = wine_quality , var1 = fixed_acidity , val = 72.44832220845535 )"
scatterplot between fixed_acidity with citric_acid in wine_quality data,"scatterplot ( data = wine_quality, var1 = fixed_acidity , var2 = citric_acid )"
load wine_quality data  and store in variable d,load ( data = wine_quality )
var of volatile_acidity in df wine_quality,"variance ( data = wine_quality , var1 = volatile_acidity )"
max of the wine_quality,maximum ( data = wine_quality )
How many data with volatile_acidity == 5.499400568646081 ,"equal ( data = wine_quality , var1 = volatile_acidity , val = 5.499400568646081 )"
corr of volatile_acidity and fixed_acidity in dataset wine_quality,"corr ( data = wine_quality, var1 = volatile_acidity , var2 = fixed_acidity )"
load wine_quality   and store in df,load ( data = wine_quality )
mean of the citric_acid in wine_quality data base,"mean ( data = wine_quality , var1 = citric_acid )"
sparsity of the wine_quality,variance ( data = wine_quality )
Number of info where citric_acid lower than or equal to -99.23247222148245 dataset,"less_eq ( data = wine_quality , var1 = citric_acid , val = -99.23247222148245 )"
correlation of citric_acid and alcohol in wine_quality data base,"corr ( data = wine_quality, var1 = citric_acid , var2 = alcohol )"
store wine_quality data  and store in variable data,load ( data = wine_quality )
distribution of the residual_sugar in wine_quality data,"histogram ( data = wine_quality , var1 = residual_sugar )"
min of the wine_quality,minimum ( data = wine_quality )
How many data where residual_sugar greater than or same as -7.442212967896353 dataset,"greater_eq ( data = wine_quality , var1 = residual_sugar , val = -7.442212967896353 )"
scatterplot of residual_sugar with total_sulfur_dioxide in wine_quality data,"scatterplot ( data = wine_quality, var1 = residual_sugar , var2 = total_sulfur_dioxide )"
store wine_quality df  and store in variable d,load ( data = wine_quality )
std of the chlorides in wine_quality data,"std ( data = wine_quality , var1 = chlorides )"
average of the wine_quality,mean ( data = wine_quality )
How many data with chlorides  >=  52.076520122551585 data,"greater_eq ( data = wine_quality , var1 = chlorides , val = 52.076520122551585 )"
scatterplot between chlorides and sulphates in wine_quality df,"scatterplot ( data = wine_quality, var1 = chlorides , var2 = sulphates )"
load wine_quality data  and store in d,load ( data = wine_quality )
largest of free_sulfur_dioxide in wine_quality data,"maximum ( data = wine_quality , var1 = free_sulfur_dioxide )"
corr of wine_quality,corr ( data = wine_quality )
Number of rows  free_sulfur_dioxide  >=  -72.56450749698824 ,"greater_eq ( data = wine_quality , var1 = free_sulfur_dioxide , val = -72.56450749698824 )"
scatterplot between free_sulfur_dioxide and chlorides in data wine_quality,"scatterplot ( data = wine_quality, var1 = free_sulfur_dioxide , var2 = chlorides )"
store wine_quality df ,load ( data = wine_quality )
maximum of total_sulfur_dioxide in dataset wine_quality,"maximum ( data = wine_quality , var1 = total_sulfur_dioxide )"
ranges of wine_quality,ranges ( data = wine_quality )
How many data with total_sulfur_dioxide == -29.465498211527688 df,"equal ( data = wine_quality , var1 = total_sulfur_dioxide , val = -29.465498211527688 )"
scatterplot of total_sulfur_dioxide and fixed_acidity in dataset wine_quality,"scatterplot ( data = wine_quality, var1 = total_sulfur_dioxide , var2 = fixed_acidity )"
store wine_quality   and store in variable a,load ( data = wine_quality )
hist of density in wine_quality df,"histogram ( data = wine_quality , var1 = density )"
variance of the wine_quality,variance ( data = wine_quality )
How many info  density higher than 7.476778699355833 ,"greater ( data = wine_quality , var1 = density , val = 7.476778699355833 )"
scatter plot between density and citric_acid in dataset wine_quality,"scatterplot ( data = wine_quality, var1 = density , var2 = citric_acid )"
load wine_quality   and store in a,load ( data = wine_quality )
maximum of the pH in wine_quality df,"maximum ( data = wine_quality , var1 = pH )"
cor of the wine_quality,corr ( data = wine_quality )
Number of rows with pH greater than or same as -71.40563783572709 ,"greater_eq ( data = wine_quality , var1 = pH , val = -71.40563783572709 )"
scatter plot between pH and volatile_acidity in wine_quality df,"scatterplot ( data = wine_quality, var1 = pH , var2 = volatile_acidity )"
store wine_quality dataset  in {data}_df,load ( data = wine_quality )
aggregate of the sulphates in df wine_quality,"summation ( data = wine_quality , var1 = sulphates )"
highest of wine_quality,maximum ( data = wine_quality )
Number of data  sulphates greater than -9.182520790935357 ,"greater ( data = wine_quality , var1 = sulphates , val = -9.182520790935357 )"
cor of sulphates and alcohol in wine_quality data base,"corr ( data = wine_quality, var1 = sulphates , var2 = alcohol )"
load wine_quality dataset  and store in variable df,load ( data = wine_quality )
spans of the alcohol in wine_quality df,"ranges ( data = wine_quality , var1 = alcohol )"
typical of wine_quality,mean ( data = wine_quality )
Number of entries with alcohol  ==  -21.02695023404027 dataset,"equal ( data = wine_quality , var1 = alcohol , val = -21.02695023404027 )"
scatterplot between alcohol with pH in df wine_quality,"scatterplot ( data = wine_quality, var1 = alcohol , var2 = pH )"
load wine_quality dataset ,load ( data = wine_quality )
minimum of the quality in wine_quality data base,"minimum ( data = wine_quality , var1 = quality )"
max of wine_quality,maximum ( data = wine_quality )
How many entries where quality higher than or equal to -56.485621771371044 data,"greater_eq ( data = wine_quality , var1 = quality , val = -56.485621771371044 )"
cor between quality with pH in wine_quality dataset,"corr ( data = wine_quality, var1 = quality , var2 = pH )"
load wine_quality data  in data,load ( data = wine_quality )
hist of triaxial acceleration in df smartphones,"histogram ( data = smartphones , var1 = triaxial acceleration )"
describe of smartphones,describe ( data = smartphones )
Number of data where triaxial acceleration larger than 89.41684427362256 df,"greater ( data = smartphones , var1 = triaxial acceleration , val = 89.41684427362256 )"
scatterplot between triaxial acceleration with identifier in df smartphones,"scatterplot ( data = smartphones, var1 = triaxial acceleration , var2 = identifier )"
store smartphones data  and store in variable data,load ( data = smartphones )
correlation of the triaxial angular velocity in smartphones df,"corr ( data = smartphones , var1 = triaxial angular velocity )"
aggregate of the smartphones,summation ( data = smartphones )
How many entries  triaxial angular velocity  >  -43.873041862518456 dataset,"greater ( data = smartphones , var1 = triaxial angular velocity , val = -43.873041862518456 )"
scatter plot of triaxial angular velocity with identifier in smartphones df,"scatterplot ( data = smartphones, var1 = triaxial angular velocity , var2 = identifier )"
load smartphones   and store in a,load ( data = smartphones )
cor of the 561_feature in smartphones,"corr ( data = smartphones , var1 = 561_feature )"
maximum of the smartphones,maximum ( data = smartphones )
How many info  561_feature higher than -68.31127266553719 df,"greater ( data = smartphones , var1 = 561_feature , val = -68.31127266553719 )"
correlation between 561_feature and triaxial acceleration in smartphones dataset,"corr ( data = smartphones, var1 = 561_feature , var2 = triaxial acceleration )"
store smartphones data  in ,load ( data = smartphones )
maximum of the label in smartphones data base,"maximum ( data = smartphones , var1 = label )"
deviation of the smartphones,std ( data = smartphones )
How many rows where label less than or same as 92.12347513333964 ,"less_eq ( data = smartphones , var1 = label , val = 92.12347513333964 )"
corr of label and triaxial angular velocity in smartphones data,"corr ( data = smartphones, var1 = label , var2 = triaxial angular velocity )"
load smartphones df ,load ( data = smartphones )
standard deviation of identifier in smartphones data base,"std ( data = smartphones , var1 = identifier )"
